ein,name,careofname,address,city,state,zipcode,exemption_number,subsection_code,affiliation_code,classification_codes,ruling_date,deductibility_code,foundation_code,activity_codes,organization_code,exempt_organization_status_code,tax_period,asset_code,income_code,filing_requirement_code,pf_filing_requirement_code,accounting_period,asset_amount,income_amount,revenue_amount,ntee_code,sort_name,created_at,updated_at,data_source,raw_ntee_code,subseccd,sub_name,strein,ntee_letter
370964629,Chestnut Health Systems Inc,,1003 MARTIN LUTHER KING DR,Bloomington,IL,61701-1429,0,3,3,1000,1978-03-01,1,15,573000000,1,1,2024-06-01,8,9,1,0,6,45720193.0,78201695.0,75772262.0,E70,,2023-05-09T20:29:41.571Z,2025-11-18T01:39:01.266Z,current_2025_11_18,E70,3,Chestnut Health Systems Inc,37-0964629,E
362200248,Loretto Hospital,,645 S CENTRAL AVE,Chicago,IL,60644-5059,0,3,3,3000,1992-06-01,1,11,150179029,1,1,2024-06-01,8,9,1,0,6,33937598.0,74932268.0,74932268.0,E220,,2023-05-09T20:29:20.768Z,2025-11-18T01:38:55.197Z,current_2025_11_18,E220,3,Loretto Hospital,36-2200248,E
842220090,Northern Trust Foundation,% KELLY M MANNARD,PO BOX 803878,Chicago,IL,60680-3878,0,3,3,1000,2019-11-01,1,4,000000000,1,1,2024-12-01,9,9,0,1,12,82016502.0,78847553.0,,T21,,2023-05-09T20:34:11.414Z,2025-11-18T01:40:41.686Z,current_2025_11_18,T21,3,Northern Trust Foundation,84-2220090,T
362169153,Easter Seals Metropolitan Chicago Inc,% URSULA MARDYLA,1939 W 13TH ST STE 300,Chicago,IL,60608-1237,0,3,3,1000,2001-09-01,1,15,927059602,1,1,2024-06-01,9,9,1,0,6,53604127.0,75637288.0,73783005.0,E500,,2023-05-09T20:29:20.421Z,2025-11-18T01:38:55.197Z,current_2025_11_18,E500,3,Easter Seals Metropolitan Chicago Inc,36-2169153,E
371071858,Prairie Cardiovascular Consultants Ltd,,4936 LAVERNA RD,Springfield,IL,62707-9797,0,3,3,1000,2021-01-01,1,16,000000000,1,1,2024-06-01,8,9,1,0,6,26676291.0,72758276.0,72758276.0,E31,,2023-05-09T20:29:42.145Z,2025-11-18T01:39:01.266Z,current_2025_11_18,E31,3,Prairie Cardiovascular Consultants Ltd,37-1071858,E
364229337,Nef Community Investments Inc,% ALEX DENJA,10 S RIVERSIDE PLZ STE 1700,Chicago,IL,60606-3801,0,4,3,3000,2005-06-01,2,0,000000000,1,1,2023-12-01,9,9,1,0,12,60693429.0,72605707.0,72605707.0,L20,,2023-05-09T20:29:33.281Z,2025-11-18T01:38:58.133Z,current_2025_11_18,L20,4,Nef Community Investments Inc,36-4229337,L
363637465,Hoopeston Community Memorial Hospital,% DENNIS HESCH EXEC VP & CFO,611 W PARK ST,Urbana,IL,61801-2529,0,3,3,1000,1960-01-01,1,12,000000000,1,1,2023-12-01,8,9,1,0,12,26232610.0,72576568.0,72568055.0,E22Z,,2023-05-09T20:29:28.690Z,2025-11-18T01:38:58.133Z,current_2025_11_18,E22Z,3,Hoopeston Community Memorial Hospital,36-3637465,E
363357004,Childrens Hospital Of Chicago Medical Center,% BRENDA DAVIS,225 E CHICAGO AVE BOX 282,Chicago,IL,60611-2991,0,3,3,1000,1987-07-01,1,17,179000000,1,1,2024-08-01,8,9,1,0,8,20133146.0,72532493.0,72532493.0,E24Z,,2023-05-09T20:29:26.327Z,2025-11-18T01:38:55.197Z,current_2025_11_18,E24Z,3,Childrens Hospital Of Chicago Medical Center,36-3357004,E
361150880,Kskj Life Catholic Union,% KSKJ LIFE,2439 GLENWOOD AVE,Joliet,IL,60435-5478,120,8,6,1000,1940-09-01,1,0,279265000,5,1,2023-12-01,9,9,1,0,12,547078775.0,134228356.0,104362157.0,Y41Z,Parent Organization,2023-05-09T20:29:19.806Z,2025-11-18T01:38:52.395Z,current_2025_11_18,Y41Z,8,Kskj Life Catholic Union Parent Organization,36-1150880,Y
200487810,American Property Casualty Insurance Association,% OASIS DEG 1020 DISCOVERY RD 180,8700 W BRYN MAWR AVE STE,Chicago,IL,60631-3512,0,6,3,1000,2005-12-01,2,0,000000000,1,1,2023-12-01,9,9,1,0,12,172600156.0,70430383.0,70416266.0,S41,,2023-05-09T20:26:18.012Z,2025-11-18T01:37:50.743Z,current_2025_11_18,S41,6,American Property Casualty Insurance Association,20-0487810,S
364053244,Heartland Human Care Services Inc,% MARCELO PRESSER,4822 N BROADWAY ST,Chicago,IL,60640-3604,0,3,3,1000,1996-02-01,1,15,560398994,1,1,2023-06-01,8,9,1,0,6,26521328.0,69097621.0,68808814.0,P610,,2023-05-09T20:29:32.035Z,2025-11-18T01:38:58.133Z,current_2025_11_18,P610,3,Heartland Human Care Services Inc,36-4053244,P
262087340,True Sojourners,% RALPH LEO,PO BOX 999,Wheaton,IL,60187-0999,0,3,3,2100,2009-04-01,1,15,000000000,1,1,2023-08-01,9,9,1,0,8,105638812.0,65403326.0,65403326.0,Q30,,2023-05-09T20:27:39.172Z,2025-11-18T01:38:18.158Z,current_2025_11_18,Q30,3,True Sojourners,26-2087340,Q
460827839,Abbvie Foundation,% JOHN A BERRY,1 N WAUKEGAN RD,North Chicago,IL,60064-1802,0,3,3,1000,2013-11-01,1,4,000000000,1,1,2024-12-01,9,9,0,1,12,217738010.0,67617104.0,,T20,,2023-05-09T20:31:08.929Z,2025-11-18T01:39:33.900Z,current_2025_11_18,T20,3,Abbvie Foundation,46-0827839,T
237030455,Lions Clubs International Ftdn,,300 W 22ND ST,Oak Brook,IL,60523-8842,0,3,3,1000,1969-06-01,1,15,040160000,1,1,2024-06-01,9,9,2,0,6,159976985.0,411561319.0,0.0,T50,,2023-05-09T20:26:56.769Z,2025-11-18T01:38:02.788Z,current_2025_11_18,T50,3,Lions Clubs International Ftdn,23-7030455,T
30503751,Concept Schools Inc,% SEDAT DUMAN,1336 BASSWOOD RD,Schaumburg,IL,60173-4544,0,3,3,2000,2014-03-01,1,11,000000000,1,1,2024-06-01,9,9,1,0,6,112302777.0,67098619.0,67098619.0,B25,,2023-05-09T20:26:07.993Z,2025-11-18T01:37:47.981Z,current_2025_11_18,B25,3,Concept Schools Inc,03-0503751,B
274813461,Navy Pier Inc,% JEFFREY BROWN,600 EAST GRAND AVENUE,Chicago,IL,60611-3419,0,3,3,2000,2011-07-01,1,15,000000000,1,1,2023-12-01,9,9,1,0,12,187290594.0,88686790.0,66858095.0,A80,Navy Pier,2023-05-09T20:28:02.972Z,2025-11-18T01:38:27.224Z,current_2025_11_18,A80,3,Navy Pier Inc Navy Pier,27-4813461,A
366002273,Ravinia Festival Association,,418 SHERIDAN RD,Highland Park,IL,60035-5031,0,3,3,2000,1943-07-01,1,15,065207119,1,1,2024-09-01,9,9,1,0,9,275124452.0,85277398.0,66162557.0,A600,,2023-05-09T20:29:37.621Z,2025-11-18T01:39:01.266Z,current_2025_11_18,A600,3,Ravinia Festival Association,36-6002273,A
370661228,Monmouth College,% DONALD GLADFELTER,700 E BROADWAY,Monmouth,IL,61462-1963,0,3,3,2000,1936-05-01,1,11,046030000,1,1,2024-06-01,9,9,1,0,6,241999136.0,97068448.0,66159833.0,B420,,2023-05-09T20:29:40.643Z,2025-11-18T01:39:01.266Z,current_2025_11_18,B420,3,Monmouth College,37-0661228,B
370662594,Illinois Wesleyan University,,1312 PARK ST,Bloomington,IL,61701-1773,0,3,3,2000,1940-10-01,1,11,046030000,1,1,2024-07-01,9,9,1,0,7,436309632.0,125939076.0,66128003.0,B420,,2023-05-09T20:29:40.716Z,2025-11-18T01:39:01.266Z,current_2025_11_18,B420,3,Illinois Wesleyan University,37-0662594,B
362167937,Ucan,% MARGOT WILIAMS,3605 W FILLMORE ST,Chicago,IL,60624-4310,0,3,3,1200,1939-02-01,1,15,328000000,1,1,2024-06-01,9,9,1,0,6,73057185.0,68038648.0,65190210.0,P70Z,,2023-05-09T20:29:20.421Z,2025-11-18T01:38:55.197Z,current_2025_11_18,P70Z,3,Ucan,36-2167937,P
150539115,Radiological Society Of North America Inc,% MARK G WATSON,820 JORIE BLVD STE 200,Oak Brook,IL,60523-2247,0,3,3,2000,1943-03-01,1,16,059000000,1,1,2024-06-01,9,9,1,0,6,206908854.0,91688343.0,64691639.0,G030,,2023-05-09T20:26:15.649Z,2025-11-18T01:37:50.743Z,current_2025_11_18,G030,3,Radiological Society Of North America Inc,15-0539115,G
362167785,Mendota Community Hospital,% DAWN TROMPETER,124 SW ADAMS ST,Peoria,IL,61602-1308,0,3,3,1000,1952-06-01,1,12,150179000,1,1,2024-09-01,8,9,1,0,9,42175757.0,64686562.0,64643270.0,E220,Saint Paul Medical Center,2023-05-09T20:29:20.421Z,2025-11-18T01:38:52.395Z,current_2025_11_18,E220,3,Mendota Community Hospital Saint Paul Medical Center,36-2167785,E
371363001,Richland Memorial Hospital Inc,% DENNIS HESCH,611 W PARK ST,Urbana,IL,61801-2529,0,3,3,1000,1996-12-01,1,12,150000000,1,1,2023-12-01,8,9,1,0,12,24883089.0,65180313.0,64046753.0,E22Z,,2023-05-09T20:29:45.043Z,2025-11-18T01:39:04.098Z,current_2025_11_18,E22Z,3,Richland Memorial Hospital Inc,37-1363001,E
366079185,Joyce Foundation,,321 N CLARK ST STE 1500,Chicago,IL,60654-4740,0,3,3,1000,1949-08-01,1,4,602000000,1,1,2023-12-01,9,9,0,1,12,1243336859.0,157741354.0,,T21,,2023-05-09T20:29:38.041Z,2025-11-18T01:39:01.266Z,current_2025_11_18,T21,3,Joyce Foundation,36-6079185,T
363330462,Crown Family Foundation,,30 SOUTH WELLS STREET 4049,Chicago,IL,60606-5054,0,3,3,1000,1985-03-01,1,17,602000000,1,1,2024-06-01,9,9,1,0,6,460469524.0,102456984.0,63438067.0,T700,,2023-05-09T20:29:26.066Z,2025-11-18T01:38:55.197Z,current_2025_11_18,T700,3,Crown Family Foundation,36-3330462,T
363357006,Ann & Robert H Lurie Childrens Hospital Of Chicago Foundation,% BRENDA DAVIS,225 E CHICAGO AVE BOX 282,Chicago,IL,60611-2991,0,3,3,1000,1987-07-01,1,15,927000000,1,1,2024-08-01,6,9,1,0,8,2621341.0,65200613.0,63227727.0,E110,,2023-05-09T20:29:26.327Z,2025-11-18T01:38:55.197Z,current_2025_11_18,E110,3,Ann & Robert H Lurie Childrens Hospital Of Chicago Foundation,36-3357006,E
363357005,Stanley Manne Childrens Research Institute,% BRENDA DAVIS,225 E CHICAGO AVE BOX 282,Chicago,IL,60611-2991,0,3,3,1000,1987-05-01,1,15,000000000,1,1,2024-08-01,9,9,1,0,8,134853105.0,63149782.0,63149782.0,H110,,2023-05-09T20:29:26.327Z,2025-11-18T01:38:55.197Z,current_2025_11_18,H110,3,Stanley Manne Childrens Research Institute,36-3357005,H
362179768,Versiti Illinois Inc,% JOANNA MCCOY,1200 N HIGHLAND AVE,Aurora,IL,60506-1401,0,3,3,1000,1945-08-01,1,16,179000000,1,1,2023-12-01,9,9,1,0,12,75130707.0,77129012.0,62973404.0,E61Z,Versiti Heartland Blood Center,2023-05-09T20:29:20.627Z,2025-11-18T01:38:55.197Z,current_2025_11_18,E61Z,3,Versiti Illinois Inc Versiti Heartland Blood Center,36-2179768,E
364272272,All Chicago Making Homelessness History,,651 W WASHINGTON BLVD STE 504,Chicago,IL,60661-2125,0,3,3,1000,1999-09-01,1,15,000000000,1,1,2023-12-01,8,9,1,0,12,21090915.0,67810006.0,62933761.0,L80,,2023-05-09T20:29:33.656Z,2025-11-18T01:38:58.133Z,current_2025_11_18,L80,3,All Chicago Making Homelessness History,36-4272272,L
611480716,Klaff Family Foundation,% RITA SAWYER,35 E WACKER DR STE 2900,Chicago,IL,60601-2308,0,3,3,1000,2005-06-01,1,4,000000000,1,1,2023-12-01,9,9,0,1,12,222527659.0,68195771.0,,T22,,2023-05-09T20:33:02.489Z,2025-11-18T01:40:16.862Z,current_2025_11_18,T22,3,Klaff Family Foundation,61-1480716,T
363521721,Joint Commission Resources Inc,,1515 W 22ND STR SUITE 1300W,Oakbrook,IL,60523-2007,0,3,3,1000,1987-12-01,1,16,408000000,1,1,2023-12-01,9,9,1,0,12,59664867.0,64807516.0,62876587.0,E00B,,2023-05-09T20:29:27.632Z,2025-11-18T01:38:55.197Z,current_2025_11_18,E00B,3,Joint Commission Resources Inc,36-3521721,E
320115907,Esperanza Health Centers,% ESPE,1940 S WESTERN AVE STE 205,Chicago,IL,60608-2503,0,3,3,1000,2005-01-01,1,12,000000000,1,1,2024-06-01,9,9,1,0,6,59799111.0,62874790.0,62844538.0,E21,,2023-05-09T20:28:27.395Z,2025-11-18T01:38:36.493Z,current_2025_11_18,E21,3,Esperanza Health Centers,32-0115907,E
850703768,Carle West Physician Group Inc,% DENNIS HESCH EXEC VP & CFO,611 W PARK ST,Urbana,IL,61801-2529,0,3,3,1000,2021-04-01,1,16,000000000,1,1,2023-12-01,7,9,1,0,12,8947797.0,62095086.0,62093261.0,E20,,2023-05-09T20:34:24.352Z,2025-11-18T01:40:48.284Z,current_2025_11_18,E20,3,Carle West Physician Group Inc,85-0703768,E
822635353,Tyndale House Ministries,% MARK D TAYLOR,351 EXECUTIVE DR,Carol Stream,IL,60188-2420,0,3,3,7000,2019-03-01,1,16,000000000,1,1,2025-03-01,9,9,1,0,3,143231968.0,119840544.0,61964353.0,X83,,2023-05-09T20:33:42.118Z,2025-11-18T01:40:32.535Z,current_2025_11_18,X83,3,Tyndale House Ministries,82-2635353,X
834526499,Society Of Actuaries Professional Association,,8770 W BRYN MAWR AVE STE 1000,Chicago,IL,60631-3516,0,6,3,2000,2019-06-01,2,0,000000000,1,1,2023-12-01,9,9,1,0,12,70872534.0,80562778.0,61896814.0,S41,,2023-05-09T20:34:08.271Z,2025-11-18T01:40:41.686Z,current_2025_11_18,S41,6,Society Of Actuaries Professional Association,83-4526499,S
364057568,Individual Advocacy Group Inc,,1289 WINDHAM PKWY,Romeoville,IL,60446-1763,0,3,3,1000,1996-07-01,1,15,000000000,1,1,2024-06-01,8,9,1,0,6,35165031.0,63983625.0,61623448.0,R99,,2023-05-09T20:29:32.120Z,2025-11-18T01:38:58.133Z,current_2025_11_18,R99,3,Individual Advocacy Group Inc,36-4057568,R
263718342,Elks National Foundation Inc,% ELKS,2750 N LAKEVIEW AVE,Chicago,IL,60614-2256,0,3,3,1000,2009-02-01,1,15,000000000,1,1,2025-03-01,9,9,1,0,3,884971330.0,377223910.0,61600573.0,T31,Elks National Foundation,2023-05-09T20:27:44.744Z,2025-11-18T01:38:21.228Z,current_2025_11_18,T31,3,Elks National Foundation Inc Elks National Foundation,26-3718342,T
363965251,Naperville Psychiatric Ventures,% EDWARD HEALTH VENTURES INC GP,4201 WINFIELD RD,Warrenville,IL,60555-4025,0,3,3,1000,2005-04-01,1,12,000000000,1,1,2023-12-01,8,9,1,0,12,48497025.0,61452947.0,61452947.0,E99,Linden Oaks At Edward,2023-05-09T20:29:31.465Z,2025-11-18T01:38:58.133Z,current_2025_11_18,E99,3,Naperville Psychiatric Ventures Linden Oaks At Edward,36-3965251,E
362167832,Westminster Place,% NADIM ABI-ANTOUN,3200 GRANT ST,Evanston,IL,60201-1903,0,3,3,1000,1940-12-01,1,16,150382000,1,1,2024-03-01,9,9,1,0,3,184476019.0,69030112.0,61327855.0,P750,,2023-05-09T20:29:20.421Z,2025-11-18T01:38:52.395Z,current_2025_11_18,P750,3,Westminster Place,36-2167832,P
363020034,University Of Chicago Self Insurance Trust,% IVAN SAMSTEIN,6054 S DREXEL AVE,Chicago,IL,60637-2612,0,3,3,1000,,1,17,000000000,5,1,2024-06-01,9,9,1,0,6,288588991.0,66431718.0,61046275.0,Y200,,2023-05-09T20:29:23.246Z,2025-11-18T01:38:55.197Z,current_2025_11_18,Y200,3,University Of Chicago Self Insurance Trust,36-3020034,Y
131665552,Muscular Dystrophy Association,% JENNIFER BUZALSKIVP FINANCE,161 N CLARK ST STE 3550,Chicago,IL,60601-3333,0,3,3,1000,1952-07-01,1,15,000000000,1,1,2024-12-01,9,9,1,0,12,57971496.0,87469956.0,60356244.0,G50,,2023-05-09T20:26:12.979Z,2025-11-18T01:37:47.981Z,current_2025_11_18,G50,3,Muscular Dystrophy Association,13-1665552,G
362192824,Lutheran Home For The Aged,,800 W OAKTON ST,Arlington Hts,IL,60004-4602,0,3,3,1000,1942-10-01,1,16,382000000,1,1,2024-06-01,9,9,1,0,6,129156549.0,60035070.0,60029751.0,P750,,2023-05-09T20:29:20.768Z,2025-11-18T01:38:55.197Z,current_2025_11_18,P750,3,Lutheran Home For The Aged,36-2192824,P
362894174,United Cerebral Palsy Seguin Of Greater Chicago,,3100 S CENTRAL AVE,Cicero,IL,60804-3956,0,3,3,1000,1977-04-01,1,15,000000000,5,1,2024-06-01,8,9,1,0,6,39464291.0,61106557.0,59898975.0,P820,,2023-05-09T20:29:22.569Z,2025-11-18T01:38:55.197Z,current_2025_11_18,P820,3,United Cerebral Palsy Seguin Of Greater Chicago,36-2894174,P
421684377,The John And Kathleen Schreiber Foundation,% JOHN G SCHREIBER,682 NORTH BANK LANE 200,Lake Forest,IL,60045-1808,0,3,3,1000,2005-12-01,1,4,000000000,1,1,2023-12-01,9,9,0,1,12,116921405.0,70191320.0,,T22,,2023-05-09T20:30:47.904Z,2025-11-18T01:39:27.567Z,current_2025_11_18,T22,3,The John And Kathleen Schreiber Foundation,42-1684377,T
362976266,Assyrian Universal Alliance Foundation Inc,% HOMER ASHURIAN,4343 W TOUHY AVE,Lincolnwood,IL,60712-1908,0,3,3,1000,1979-01-01,1,15,119560000,1,1,2024-12-01,9,9,1,0,12,53434916.0,67779680.0,59506066.0,Q112,,2023-05-09T20:29:23.000Z,2025-11-18T01:38:55.197Z,current_2025_11_18,Q112,3,Assyrian Universal Alliance Foundation Inc,36-2976266,Q
920573933,Deaconess Illinois Crossroads Inc,% JENNA WILL,8 DOCTORS PARK RD,Mount Vernon,IL,62864-6224,0,3,3,1000,2024-06-01,1,12,000000000,1,1,2024-09-01,8,9,1,0,9,28137367.0,59401273.0,59401273.0,E22,,2024-07-22T20:22:38.416Z,2025-11-18T01:41:06.684Z,current_2025_11_18,E22,3,Deaconess Illinois Crossroads Inc,92-0573933,E
362144820,Ada S Mckinley Community Services Inc,% LORETTA HILL,1359 W WASHINGTON BLVD,Chicago,IL,60607-1905,0,3,3,1200,1950-05-01,1,15,602059000,1,1,2024-06-01,8,9,1,0,6,26466964.0,59222290.0,59222290.0,P200,,2023-05-09T20:29:20.277Z,2025-11-18T01:38:52.395Z,current_2025_11_18,P200,3,Ada S Mckinley Community Services Inc,36-2144820,P
237076080,Crusaders Central Clinic Association,% LUIS DELGADO,1200 W STATE ST,Rockford,IL,61102-2112,0,3,3,1000,1972-04-01,1,12,154000000,1,1,2024-06-01,9,9,1,0,6,102830501.0,61007769.0,59130853.0,E30Z,,2023-05-09T20:26:58.374Z,2025-11-18T01:38:05.465Z,current_2025_11_18,E30Z,3,Crusaders Central Clinic Association,23-7076080,E
370661211,Illinois College,,1101 W COLLEGE AVE,Jacksonville,IL,62650-2212,0,3,3,2000,1941-03-01,1,11,000000000,5,1,2024-05-01,9,9,1,0,5,215802956.0,219689721.0,59107728.0,B420,,2023-05-09T20:29:40.643Z,2025-11-18T01:39:01.266Z,current_2025_11_18,B420,3,Illinois College,37-0661211,B
362167797,Kenneth C Griffin Museum Of Science And Industry,% KATHERINE GARANT,5700 S DUSABLE LAKE SHOR,Chicago,IL,60637-0000,0,3,3,2000,1938-04-01,1,15,060000000,1,1,2023-12-01,9,9,1,0,12,422200833.0,228683557.0,58414869.0,A570,Museum Of Science And Industry,2023-05-09T20:29:20.421Z,2025-11-18T01:38:52.395Z,current_2025_11_18,A570,3,Kenneth C Griffin Museum Of Science And Industry Museum Of Science And Industry,36-2167797,A
362258525,Latin School Of Chicago,,59 W NORTH BLVD,Chicago,IL,60610-1403,0,3,3,2000,1954-10-01,1,11,046030000,1,1,2024-06-01,9,9,1,0,6,157639932.0,110916568.0,58188048.0,B200,,2023-05-09T20:29:20.993Z,2025-11-18T01:38:55.197Z,current_2025_11_18,B200,3,Latin School Of Chicago,36-2258525,B
237285834,Misericordia Foundation,% MFA TREAS,6300 N RIDGE AVE,Chicago,IL,60660-1017,0,3,3,1000,1974-05-01,1,15,035000000,1,1,2024-06-01,9,9,1,0,6,111166990.0,62357407.0,58037844.0,P110,,2023-05-09T20:27:08.234Z,2025-11-18T01:38:08.442Z,current_2025_11_18,P110,3,Misericordia Foundation,23-7285834,P
201244058,Ferrell Hospital Community Foundation,% WILIAM HARTLEY,1201 PINE ST,Eldorado,IL,62930-1634,0,3,3,1200,2005-11-01,1,12,000000000,0,1,2024-03-01,9,9,1,0,3,51917628.0,57834257.0,57777557.0,E202,,2023-05-09T20:26:19.838Z,2025-11-18T01:37:50.743Z,current_2025_11_18,E202,3,Ferrell Hospital Community Foundation,20-1244058,E
361877640,Heartland Alliance For Human Needs & Human Rights,% MARCELO PRESSER,4822 N BROADWAY 2ND FLOOR,Chicago,IL,60640-3604,0,3,3,1000,1934-02-01,1,15,059000000,1,1,2024-06-01,6,8,1,0,6,2701773.0,16661727.0,12827387.0,P010,,2023-05-09T20:29:20.126Z,2025-11-18T01:38:52.395Z,current_2025_11_18,P010,3,Heartland Alliance For Human Needs & Human Rights,36-1877640,P
366008929,Lyric Opera Of Chicago,,20 N WACKER DR STE 860,Chicago,IL,60606-2899,0,3,3,2000,1957-07-01,1,15,119059927,1,1,2024-06-01,9,9,1,0,6,266250685.0,139764375.0,57126433.0,A6A0,,2023-05-09T20:29:37.693Z,2025-11-18T01:39:01.266Z,current_2025_11_18,A6A0,3,Lyric Opera Of Chicago,36-6008929,A
370661231,Quincy University Corporation,,1800 COLLEGE AVE,Quincy,IL,62301-2670,0,3,3,7000,1940-09-01,1,11,036000000,1,1,2024-05-01,9,9,1,0,5,56927130.0,67973228.0,56546848.0,B420,,2023-05-09T20:29:40.643Z,2025-11-18T01:39:01.266Z,current_2025_11_18,B420,3,Quincy University Corporation,37-0661231,B
362512404,Lincoln Park Zoological Society,,2001 N CLARK ST,Chicago,IL,60614-4712,0,3,3,1200,1961-03-01,1,15,059927349,1,1,2024-03-01,9,9,1,0,3,264865031.0,70698425.0,56439039.0,D500,,2023-05-09T20:29:21.571Z,2025-11-18T01:38:55.197Z,current_2025_11_18,D500,3,Lincoln Park Zoological Society,36-2512404,D
363673595,Jcaho Surveyor And Qhr Consultant Corporation,,1 RENAISSANCE BLVD,Oakbrook Ter,IL,60181-4294,0,3,3,1000,1991-05-01,1,17,162000000,1,1,2019-12-01,5,9,1,0,12,549117.0,71128411.0,71128411.0,E00D,,2021-11-15T16:58:07.513Z,2021-11-15T16:58:07.513Z,pre_2022_02_10,E00D,3,Jcaho Surveyor And Qhr Consultant Corporation,36-3673595,E
362727597,Council For Jewish Elderly,% ELAINE AYOT,3003 W TOUHY AVE,Chicago,IL,60645-2833,0,3,3,1200,1972-10-01,1,15,382059000,1,1,2024-06-01,9,9,1,0,6,64409962.0,56265519.0,56137282.0,P750,,2023-05-09T20:29:22.134Z,2025-11-18T01:38:55.197Z,current_2025_11_18,P750,3,Council For Jewish Elderly,36-2727597,P
272479414,Empower Illinois,% BRANDAN ALLEN,PO BOX 7,Highland Park,IL,60035-0007,0,3,3,1200,2010-09-01,1,15,000000000,1,1,2023-12-01,6,9,1,0,12,4090440.0,56103669.0,56103669.0,B01,,2023-05-09T20:27:56.819Z,2025-11-18T01:38:24.286Z,current_2025_11_18,B01,3,Empower Illinois,27-2479414,B
300135927,Kipp Chicago Schools,% JIM OCONNOR,2007 S HALSTED ST,Chicago,IL,60608-3418,0,3,3,2000,2004-07-01,1,11,000000000,1,1,2024-06-01,8,9,1,0,6,13243063.0,57076580.0,55266270.0,B29,,2023-05-09T20:28:04.899Z,2025-11-18T01:38:27.224Z,current_2025_11_18,B29,3,Kipp Chicago Schools,30-0135927,B
274967763,Distinctive Schools Of Illinois,,910 W VAN BUREN ST STE 315,Chicago,IL,60607-3576,0,3,3,2000,2015-02-01,1,11,000000000,1,1,2024-06-01,6,9,1,0,6,4369546.0,55192004.0,55192004.0,B24,,2023-05-09T20:28:03.193Z,2025-11-18T01:38:27.224Z,current_2025_11_18,B24,3,Distinctive Schools Of Illinois,27-4967763,B
370692351,Pekin Memorial Hospital,% PEKIN MEMORIAL HOSPITAL,611 W PARK ST,Urbana,IL,61801-2529,0,3,3,1000,1962-04-01,1,12,150000000,1,1,2023-12-01,9,9,1,0,12,88977449.0,55051932.0,55038850.0,E220,,2023-05-09T20:29:40.856Z,2025-11-18T01:39:01.266Z,current_2025_11_18,E220,3,Pekin Memorial Hospital,37-0692351,E
371295601,Samaritan Ministries International,% JONATHAN BEN-EZRA,PO BOX 3618,Peoria,IL,61612-3618,0,3,3,1000,2005-06-01,1,16,000000000,1,1,2024-06-01,9,9,1,0,6,55943448.0,85027665.0,54353718.0,E80,,2023-05-09T20:29:44.340Z,2025-11-18T01:39:04.098Z,current_2025_11_18,E80,3,Samaritan Ministries International,37-1295601,E
370681530,Greenville College,% SUE ANN NELSON,315 E COLLEGE AVE,Greenville,IL,62246-1145,0,3,3,2000,1942-11-01,1,11,046030000,1,1,2024-05-01,9,9,1,0,5,101110305.0,427387662.0,54165380.0,B420,,2023-05-09T20:29:40.787Z,2025-11-18T01:39:01.266Z,current_2025_11_18,B420,3,Greenville College,37-0681530,B
474221241,Ucm Medical Group Inc,,5841 S MARYLAND AVENUE,Chicago,IL,60637-1443,0,3,3,1200,2020-01-01,1,16,000000000,1,1,2024-06-01,9,9,1,0,6,84406063.0,77195672.0,54135321.0,E21,,2023-05-09T20:31:42.201Z,2025-11-18T01:39:46.840Z,current_2025_11_18,E21,3,Ucm Medical Group Inc,47-4221241,E
362166947,American Library Association,% BEATA STARUK,225 N MICHIGAN AVE STE 1300,Chicago,IL,60601-7616,0,3,1,2000,1952-01-01,1,16,059061000,5,1,2024-08-01,9,9,1,0,8,109847603.0,64313844.0,54115379.0,B030,,2023-05-09T20:29:20.348Z,2025-11-18T01:38:52.395Z,current_2025_11_18,B030,3,American Library Association,36-2166947,B
370663568,St Josephs Hospital Of The Hospital Sisters Of The Thrid Order Of St F,% COREY HASTINGS,4936 LAVERNA RD,Springfield,IL,62707-9797,928,3,9,1700,1946-03-01,1,12,001030150,5,1,2024-06-01,9,9,1,0,6,65555450.0,54183525.0,53939280.0,E220,,2023-05-09T20:29:40.716Z,2025-11-18T01:39:01.266Z,current_2025_11_18,E220,3,St Josephs Hospital Of The Hospital Sisters Of The Thrid Order Of St F,37-0663568,E
362548549,Rochelle Community Hospital Association,,900 N 2ND ST,Rochelle,IL,61068-1764,0,3,3,1000,1967-08-01,1,12,150000000,1,1,2024-04-01,9,9,1,0,4,76215227.0,53973342.0,53924974.0,E22,,2023-05-09T20:29:21.661Z,2025-11-18T01:38:55.197Z,current_2025_11_18,E22,3,Rochelle Community Hospital Association,36-2548549,E
362169136,Chicago Commons Association,% DANA THOMAS,515 E 50TH STREET SUITE 200,Chicago,IL,60615-2401,0,3,3,1000,1985-10-01,1,15,328000000,1,1,2024-06-01,8,9,1,0,6,23900917.0,54032842.0,53734629.0,P200,Duster D L Sec Of Chicago Commons,2023-05-09T20:29:20.421Z,2025-11-18T01:38:55.197Z,current_2025_11_18,P200,3,Chicago Commons Association Duster D L Sec Of Chicago Commons,36-2169136,P
366006909,Numark Credit Union,,1654 TERRY DR,Joliet,IL,60436-9539,0,14,3,1000,1954-08-01,2,0,251603000,5,1,2024-12-01,9,9,1,0,12,850364152.0,54031129.0,53554643.0,W61,,2023-05-09T20:29:37.693Z,2025-11-18T01:39:01.266Z,current_2025_11_18,W61,14,Numark Credit Union,36-6006909,W
