id,ein,name,careofname,address,city,state,zipcode,exemption_number,subsection_code,affiliation_code,classification_codes,ruling_date,deductibility_code,foundation_code,activity_codes,organization_code,exempt_organization_status_code,tax_period,asset_code,income_code,filing_requirement_code,pf_filing_requirement_code,accounting_period,asset_amount,income_amount,revenue_amount,ntee_code,sort_name,created_at,updated_at,data_source,have_extracts,have_pdfs,latest_object_id,ntee_letter,ntee_category
370661217,370661217,Macmurray College,,447 E COLLEGE AVE,Jacksonville,IL,62650-2510,0.0,3.0,3.0,2000.0,1942-03-01,1.0,16.0,59036000.0,5.0,1.0,2019-05-01,8.0,8.0,1.0,0.0,5.0,32597134.0,20837460.0,19364845.0,B420,,2021-04-17T14:04:23.099Z,2021-04-17T14:04:23.099Z,pre_2021_06_23,,,202101059349301665,B,Educational Institutions and Related Activities
363837330,363837330,Somercor 504 Inc,,209 S LA SALLE ST STE 203,Chicago,IL,60604-1205,0.0,3.0,3.0,1000.0,2024-10-01,1.0,16.0,402000000.0,1.0,1.0,2023-09-01,6.0,7.0,1.0,0.0,9.0,4621861.0,7033646.0,7033646.0,S30,,2023-05-09T20:29:30.465Z,2025-09-19T17:07:54.785Z,current_2025_09_19,,,202512329349300006,S,"Community Improvement, Capacity Building"
364074849,364074849,Marklund Charities,% GILBERT FONGER,1S450 WYATT DR,Geneva,IL,60134-4921,0.0,3.0,3.0,1000.0,1998-02-01,1.0,15.0,160000000.0,1.0,1.0,2024-06-01,8.0,7.0,1.0,0.0,6.0,25578125.0,9764937.0,9764937.0,P110,,2023-05-09T20:29:32.191Z,2025-09-19T17:07:54.785Z,current_2025_09_19,,,202410619349300831,P,Human Services - Multipurpose and Other
455399472,455399472,Gary Comer Youth Center,% GREG MOONEY,7200 S INGLESIDE AVE,Chicago,IL,60619-1254,0.0,3.0,3.0,1200.0,2013-02-01,1.0,15.0,0.0,1.0,1.0,2024-06-01,7.0,7.0,1.0,0.0,6.0,7717920.0,7038679.0,7015980.0,O50,,2023-05-09T20:31:04.710Z,2025-09-19T17:08:28.766Z,current_2025_09_19,,,202511149349300706,O,Youth Development
363196542,363196542,Creative Childrens Academy,% CREA,500 N BENTON ST,Palatine,IL,60067-3564,0.0,3.0,3.0,1000.0,1982-11-01,1.0,11.0,46059000.0,1.0,1.0,2024-06-01,8.0,7.0,1.0,0.0,6.0,13480860.0,7549106.0,7011786.0,B27Z,Quest Academy,2023-05-09T20:29:24.255Z,2025-09-19T17:07:51.187Z,current_2025_09_19,,,202423479349300307,B,Educational Institutions and Related Activities
260414040,260414040,Chicago Tech Academy,,1301 W 14TH ST,Chicago,IL,60608-1409,0.0,3.0,3.0,1000.0,2014-07-01,1.0,11.0,0.0,1.0,1.0,2024-06-01,6.0,7.0,1.0,0.0,6.0,2473331.0,7173311.0,7143132.0,B20,,2023-05-09T20:27:34.251Z,2025-09-19T17:07:12.871Z,current_2025_09_19,,,202401169349302165,B,Educational Institutions and Related Activities
363397005,363397005,Facing Forward To End Homelessness,,642 N KEDZIE,Chicago,IL,60612-1028,0.0,3.0,3.0,1000.0,1986-12-01,1.0,15.0,399602000.0,1.0,1.0,2024-06-01,6.0,7.0,1.0,0.0,6.0,3369641.0,7006455.0,7006455.0,P85Z,,2023-05-09T20:29:26.690Z,2025-09-19T17:07:51.187Z,current_2025_09_19,,,202500439349301580,P,Human Services - Multipurpose and Other
371019805,371019805,Southern Illinois University Edwardsville Foundation,% SIUE FOUNDATION,30 NORTH CIRCLE DR CAMPUS BX 1082,Edwardsville,IL,62026-1082,0.0,3.0,3.0,1200.0,1944-08-01,1.0,13.0,40000000.0,1.0,1.0,2024-06-01,9.0,7.0,1.0,0.0,6.0,62831833.0,9461188.0,7000983.0,B43Z,,2023-05-09T20:29:41.783Z,2025-09-19T17:07:57.920Z,current_2025_09_19,,,202530569349300423,B,Educational Institutions and Related Activities
363214095,363214095,Francenter,,1510 PLAINFIELD ROAD,Darien,IL,60561-4907,0.0,3.0,3.0,2000.0,1983-03-01,1.0,11.0,31124000.0,1.0,1.0,2024-07-01,7.0,7.0,1.0,0.0,7.0,6747661.0,6991660.0,6989504.0,,,2023-05-09T20:29:24.803Z,2025-09-19T17:07:51.187Z,current_2025_09_19,,,202540299349301684,,
371067171,371067171,Henderson County Rural Health Center Inc,,PO BOX 198,Oquawka,IL,61469-0198,0.0,3.0,3.0,1000.0,1980-12-01,1.0,15.0,281000000.0,1.0,1.0,2023-12-01,7.0,7.0,1.0,0.0,12.0,5654641.0,6983700.0,6983700.0,E39Z,Eagle View Community Health,2023-05-09T20:29:42.145Z,2025-09-19T17:07:57.920Z,current_2025_09_19,,,202403099349301260,E,Health - General and Rehabilitative
370810379,370810379,Warren Achievement Center Inc,,1220 E 2ND AVE,Monmouth,IL,61462-2404,0.0,3.0,3.0,2000.0,1963-07-01,1.0,11.0,30160000.0,1.0,1.0,2024-06-01,6.0,7.0,1.0,0.0,6.0,3363898.0,7078873.0,6973127.0,,,2023-05-09T20:29:41.206Z,2025-09-19T17:07:57.920Z,current_2025_09_19,,,202540599349300624,,
756314202,756314202,Leo Potishman Foundation,% JPMORGAN CHASE BANK NA,10 S DEARBORN IL1-0111,Chicago,IL,60603-2300,0.0,3.0,3.0,1000.0,1986-01-01,1.0,4.0,200000000.0,2.0,1.0,2024-06-01,8.0,8.0,0.0,1.0,6.0,17885434.0,11698360.0,,,,2023-05-09T20:33:12.493Z,2025-09-19T17:09:18.730Z,current_2025_09_19,,,202422839349100047,,
200743864,200743864,Faith And Learning International Nfp,% KURT TILLMAN,PO BOX 480,Wheaton,IL,60187-0480,0.0,3.0,3.0,7000.0,2005-01-01,1.0,15.0,0.0,1.0,1.0,2023-12-01,6.0,7.0,1.0,0.0,12.0,4517297.0,8656236.0,6960107.0,X20,,2023-05-09T20:26:18.698Z,2025-09-19T17:06:43.965Z,current_2025_09_19,,,202402749349301455,X,"Religion-Related, Spiritual Development"
370661259,370661259,Young Mens Christian Association Of Edwardsville,,1200 ESIC DR,Edwardsville,IL,62025-3818,0.0,3.0,3.0,2700.0,1950-05-01,1.0,16.0,324000000.0,1.0,1.0,2024-12-01,8.0,7.0,1.0,0.0,12.0,16441095.0,6956488.0,6956488.0,P27Z,,2023-05-09T20:29:40.643Z,2025-09-19T17:07:57.920Z,current_2025_09_19,,,202521639349301762,P,Human Services - Multipurpose and Other
201942444,201942444,Illinois Association Of Free And Charitable Clinics,% ANGIE MCLAUGHLIN,42 STEPHEN ST UNIT 416,Lemont,IL,60439-1220,0.0,3.0,3.0,1000.0,2012-05-01,1.0,15.0,0.0,1.0,1.0,2024-06-01,6.0,7.0,1.0,0.0,6.0,2484864.0,6948733.0,6948733.0,B01,,2023-05-09T20:26:21.860Z,2025-09-19T17:06:43.965Z,current_2025_09_19,,,202501009349301760,B,Educational Institutions and Related Activities
465524395,465524395,Odyssey Charities,% ROBERT CHARAL,2221 CAMDEN CT STE 200,Oak Brook,IL,60523-4606,0.0,3.0,3.0,1000.0,2015-07-01,1.0,16.0,0.0,1.0,1.0,2023-12-01,8.0,7.0,1.0,0.0,12.0,18507925.0,7040708.0,6939519.0,N6A,,2023-05-09T20:31:24.634Z,2025-09-19T17:08:38.359Z,current_2025_09_19,,,202433209349307693,N,"Recreation, Sports, Leisure, Athletics"
362589301,362589301,Council Of Logistics Management,% COMPREHENSIVE ACCTG SERVICE,333 E BUTTERFIELD RD STE 140,Lombard,IL,60148-6016,0.0,6.0,3.0,2000.0,1966-08-01,2.0,0.0,200000000.0,1.0,1.0,2023-12-01,6.0,7.0,1.0,0.0,12.0,3046668.0,7714741.0,6936702.0,,Council Of Supply Chain Mngnt Profs,2023-05-09T20:29:21.731Z,2025-09-19T17:07:48.154Z,current_2025_09_19,,,202402409349301335,,
367180671,367180671,The Robert E Gallagher Charitable Trust,% ROBERT E GALLAGHER JR,625 YORK RD,Glenview,IL,60025-4474,0.0,3.0,3.0,1000.0,1997-10-01,1.0,3.0,123602000.0,1.0,1.0,2023-12-01,8.0,7.0,0.0,1.0,12.0,26350660.0,7364287.0,,X99Z,Arthur J Gallagher & Co,2023-05-09T20:29:39.874Z,2025-09-19T17:07:57.920Z,current_2025_09_19,,,202403209349102500,X,"Religion-Related, Spiritual Development"
952592468,952592468,The Santa Barbara Ventura College O F Law,,203 N LA SALLE ST STE 1900,Chicago,IL,60601-1263,0.0,3.0,3.0,2000.0,1970-02-01,1.0,11.0,46030000.0,1.0,1.0,2024-05-01,8.0,7.0,1.0,0.0,5.0,11988492.0,6996059.0,6934286.0,,,2023-05-09T20:46:48.463Z,2025-09-19T17:10:12.272Z,current_2025_09_19,,,202501059349301105,,
272803775,272803775,Montessori Network,,6936 S HERMITAGE AVE,Chicago,IL,60636-3333,0.0,3.0,3.0,2000.0,2013-12-01,1.0,15.0,0.0,1.0,1.0,2024-06-01,6.0,7.0,1.0,0.0,6.0,1004839.0,6932560.0,6932560.0,B29,,2023-05-09T20:27:57.707Z,2025-09-19T17:07:19.912Z,current_2025_09_19,,,202530459349301673,B,Educational Institutions and Related Activities
370864416,370864416,Coles County Mental Health Association Inc,,750 BROADWAY AVE E,Mattoon,IL,61938-4610,0.0,3.0,3.0,1200.0,1978-03-01,1.0,15.0,179000000.0,1.0,1.0,2024-06-01,7.0,7.0,1.0,0.0,6.0,6577845.0,6939795.0,6931181.0,F30Z,Lifelinks Inc,2023-05-09T20:29:41.280Z,2025-09-19T17:07:57.920Z,current_2025_09_19,,,202520629349300917,F,"Mental Health, Crisis Intervention"
363473137,363473137,Board Of Certification For Emergency Nursing,,1900 SPRING RD STE 501,Oak Brook,IL,60523-1482,0.0,6.0,3.0,1000.0,1988-05-01,2.0,0.0,205000000.0,1.0,1.0,2023-12-01,8.0,7.0,1.0,0.0,12.0,15226488.0,9347155.0,6928143.0,,,2023-05-09T20:29:27.204Z,2025-09-19T17:07:51.187Z,current_2025_09_19,,,202422709349300902,,
363142246,363142246,International Society For Heart & Lung Transplants,,141 W JACKSON BLVD STE 1340,Chicago,IL,60604-3513,0.0,3.0,3.0,1000.0,1991-08-01,1.0,15.0,199000000.0,1.0,1.0,2023-12-01,8.0,7.0,1.0,0.0,12.0,19239923.0,6923803.0,6923803.0,U00Z,,2023-05-09T20:29:23.890Z,2025-09-19T17:07:51.187Z,current_2025_09_19,,,202403109349304150,U,"Science and Technology Research Institutes, Services"
364279013,364279013,Chicago Public Education Fund,,200 W ADAMS ST STE 1175,Chicago,IL,60606-5241,0.0,3.0,3.0,2000.0,1999-11-01,1.0,15.0,0.0,1.0,1.0,2023-12-01,8.0,8.0,1.0,0.0,12.0,41819615.0,12970577.0,6923244.0,B022,,2023-05-09T20:29:33.741Z,2025-09-19T17:07:54.785Z,current_2025_09_19,,,202413139349302486,B,Educational Institutions and Related Activities
371366611,371366611,Community Foundation Of The Quincy Area,,621 VERMONT ST,Quincy,IL,62301-3001,0.0,3.0,3.0,1000.0,1998-02-01,1.0,15.0,994602000.0,1.0,1.0,2023-12-01,9.0,8.0,1.0,0.0,12.0,62944836.0,16484974.0,6914949.0,T31,,2023-05-09T20:29:45.043Z,2025-09-19T17:07:57.920Z,current_2025_09_19,,,202422199349300307,T,"Philanthropy, Voluntarism and Grantmaking Foundations"
364024688,364024688,Target Area Development Corporation,% PATRICIA WATKINS,1542 W 79TH ST,Chicago,IL,60620-4135,0.0,3.0,3.0,1000.0,1996-04-01,1.0,15.0,994402328.0,1.0,1.0,2022-12-01,6.0,7.0,1.0,0.0,12.0,1095777.0,6912230.0,6912230.0,I21,,2023-05-09T20:29:31.888Z,2025-09-19T17:07:54.785Z,current_2025_09_19,,,202431639349300203,I,"Crime, Legal-Related"
475615860,475615860,Just One Chesed Inc,% JERRY LATINIK,7444 W WILSON AVE,Harwood Heights,IL,60706-4500,0.0,3.0,3.0,1000.0,2019-10-01,1.0,16.0,0.0,1.0,1.0,2023-12-01,6.0,7.0,1.0,0.0,12.0,1512318.0,6903677.0,6903677.0,T40,,2023-05-09T20:31:47.691Z,2025-09-19T17:08:44.320Z,current_2025_09_19,,,202432419349300223,T,"Philanthropy, Voluntarism and Grantmaking Foundations"
360725470,360725470,American Foundry Society,% PEGGY MENNELLA,1695 N PENNY LN,Schaumburg,IL,60173-4555,767.0,6.0,6.0,2000.0,1944-12-01,2.0,0.0,65207030.0,1.0,1.0,2024-06-01,7.0,8.0,1.0,0.0,6.0,6433652.0,11204566.0,6898495.0,,,2023-05-09T20:29:19.658Z,2025-09-19T17:07:48.154Z,current_2025_09_19,,,202511299349300541,,
363341154,363341154,American College Of Osteopathic Family Physicians Inc,,8501 W HIGGINS RD STE 400,Chicago,IL,60631-2808,0.0,6.0,3.0,2000.0,1984-11-01,2.0,0.0,200205561.0,1.0,1.0,2023-12-01,8.0,7.0,1.0,0.0,12.0,12376564.0,7925945.0,6897418.0,,,2023-05-09T20:29:26.253Z,2025-09-19T17:07:51.187Z,current_2025_09_19,,,202422339349300712,,
830415982,830415982,Intercultural Montessori Foreign Language Immersion School,% STEPHEN TYMA,114 S RACINE AVE STE 100,Chicago,IL,60607-2954,0.0,3.0,3.0,2000.0,2006-05-01,1.0,11.0,0.0,1.0,1.0,2024-08-01,8.0,7.0,1.0,0.0,8.0,23179208.0,9242916.0,6888957.0,B20,,2023-05-09T20:33:53.589Z,2025-09-19T17:09:34.690Z,current_2025_09_19,,,202540529349301639,B,Educational Institutions and Related Activities
208324406,208324406,Grow Your Own Illinois,% LIZA PAPPAS,1901 W CARROLL AVE STE 201,Chicago,IL,60612-2401,0.0,3.0,3.0,1000.0,2007-07-01,1.0,15.0,0.0,1.0,1.0,2024-06-01,6.0,7.0,1.0,0.0,6.0,1725622.0,6872777.0,6872777.0,B90,,2023-05-09T20:26:33.661Z,2025-09-19T17:06:50.411Z,current_2025_09_19,,,202540519349300824,B,Educational Institutions and Related Activities
376031467,376031467,Laborers Local 231 Health & Welfare Fund,,2503 BROADWAY ST,Pekin,IL,61554-3907,0.0,9.0,3.0,1000.0,1963-08-01,2.0,0.0,916000000.0,2.0,1.0,2023-12-01,8.0,8.0,1.0,0.0,12.0,18801930.0,13959470.0,6862441.0,,,2023-05-09T20:29:48.620Z,2025-09-19T17:08:01.200Z,current_2025_09_19,,,202442419349301374,,
364117530,364117530,Chicago Scholars Foundation,% JOHN NUVEEN & CO INC,247 S STATE ST STE 700,Chicago,IL,60604-2054,0.0,3.0,3.0,2100.0,1997-03-01,1.0,15.0,994602040.0,1.0,1.0,2024-06-01,8.0,7.0,1.0,0.0,6.0,11072062.0,8046167.0,6512762.0,B80,Chicago Scholars,2023-05-09T20:29:32.491Z,2025-09-19T17:07:54.785Z,current_2025_09_19,,,202410799349300101,B,Educational Institutions and Related Activities
364295421,364295421,Creating It Futures Foundation Inc,% BRIAN LAFFEY CFO,3500 LACEY RD STE 100,Downers Grove,IL,60515-5439,0.0,3.0,3.0,2000.0,1999-12-01,1.0,15.0,0.0,1.0,1.0,2023-12-01,7.0,7.0,1.0,0.0,12.0,6871681.0,7607908.0,6844157.0,J032,,2023-05-09T20:29:33.813Z,2025-09-19T17:07:54.785Z,current_2025_09_19,,,202403199349301555,J,"Employment, Job-Related"
371276816,371276816,Central Illinois Friends Of Pwa Inc,% 120,120 NE GLEN OAK AVE STE 201,Peoria,IL,61603-4315,0.0,3.0,3.0,1000.0,1991-06-01,1.0,15.0,399000000.0,1.0,1.0,2024-12-01,6.0,7.0,1.0,0.0,12.0,4306229.0,6898730.0,6838765.0,L99Z,,2023-05-09T20:29:44.116Z,2025-09-19T17:07:57.920Z,current_2025_09_19,,,202542099349300959,L,"Housing, Shelter"
882304016,882304016,White Stork   United States Ltd,% OPERATION WHITE STORK,512 CHESTNUT ST UNIT 11,Winnetka,IL,60093-2448,0.0,3.0,3.0,1000.0,2022-07-01,1.0,15.0,0.0,1.0,1.0,2024-12-01,6.0,7.0,1.0,0.0,12.0,1756132.0,6838359.0,6838359.0,M20,,2023-05-09T20:35:04.107Z,2025-09-19T17:09:56.015Z,current_2025_09_19,,,202521079349301357,M,"Public Safety, Disaster Preparedness and Relief"
363348160,363348160,Chicago Foundation For Women,% CHIC,140 S DEARBORN ST STE 400,Chicago,IL,60603-5229,0.0,3.0,3.0,1000.0,1985-04-01,1.0,15.0,602995000.0,1.0,1.0,2024-06-01,8.0,8.0,1.0,0.0,6.0,25617006.0,15502420.0,6835065.0,,,2023-05-09T20:29:26.327Z,2025-09-19T17:07:51.187Z,current_2025_09_19,,,202501359349304015,,
223015430,223015430,Bahuleyan Charitable Foundation Inc,% BRAIN & SPINE CENTER,740 S HARVEY AVE,Oak Park,IL,60304-1519,0.0,3.0,3.0,1000.0,1990-01-01,1.0,4.0,40910000.0,1.0,1.0,2023-12-01,7.0,7.0,0.0,1.0,12.0,6755761.0,6832962.0,,,,2023-05-09T20:26:37.124Z,2025-09-19T17:06:50.411Z,current_2025_09_19,,,202423009349100302,,
366492502,366492502,West Side Realty Co,,1645 W JACKSON BLVD STE 703,Chicago,IL,60612-3276,0.0,2.0,3.0,1000.0,1968-12-01,2.0,0.0,912000000.0,1.0,1.0,2023-12-01,9.0,7.0,1.0,0.0,12.0,52923928.0,6826490.0,6826490.0,,,2023-05-09T20:29:39.543Z,2025-09-19T17:07:57.920Z,current_2025_09_19,,,202433119349303623,,
362413579,362413579,American Association Of Medical Assistants Inc,,20 N WACKER 3720,Chicago,IL,60606,,6.0,,,,,,,,,,,,,,,,,,,,2023-08-07T16:56:42.391Z,2025-03-08T13:12:15.150Z,xml_backfill,,,202443559349301564,,
933884227,933884227,Think Big America,,70 W MADISON ST STE 1790,Chicago,IL,60602-4262,0.0,4.0,3.0,3000.0,2025-05-01,2.0,0.0,0.0,1.0,1.0,2024-06-01,6.0,7.0,1.0,0.0,6.0,1339198.0,6825375.0,6825375.0,R11,,2025-06-17T14:43:20.688Z,2025-09-19T17:10:12.272Z,current_2025_09_19,,,202501359349318065,R,"Civil Rights, Social Action, Advocacy"
743181196,743181196,Adolescent Adjustment Center Nfp,,353 N 88TH ST REAR,Centerville,IL,62203-2705,0.0,3.0,3.0,1000.0,2007-06-01,1.0,16.0,0.0,1.0,1.0,2024-06-01,6.0,7.0,1.0,0.0,6.0,4139881.0,6816529.0,6816529.0,P70,,2023-05-09T20:33:10.700Z,2025-09-19T17:09:18.730Z,current_2025_09_19,,,202501359349308025,P,Human Services - Multipurpose and Other
200923687,200923687,Utilization Technology Development Nfp,% LISA FOSTER,1700 S MT PROSPECT RD,Des Plaines,IL,60018-1804,0.0,6.0,3.0,2000.0,2006-03-01,2.0,0.0,0.0,1.0,1.0,2024-03-01,7.0,7.0,1.0,0.0,3.0,8420481.0,6816482.0,6816482.0,S41,,2023-05-09T20:26:19.100Z,2025-09-19T17:06:43.965Z,current_2025_09_19,,,202423329349300007,S,"Community Improvement, Capacity Building"
371185713,371185713,Peoria Area Community Foundation,,3625 N SHERIDAN RD,Peoria,IL,61604-1434,0.0,3.0,3.0,1000.0,1987-10-01,1.0,15.0,408000000.0,1.0,1.0,2024-06-01,9.0,8.0,1.0,0.0,6.0,77852148.0,11287757.0,6813471.0,T31Z,,2023-05-09T20:29:43.220Z,2025-09-19T17:07:57.920Z,current_2025_09_19,,,202530649349301043,T,"Philanthropy, Voluntarism and Grantmaking Foundations"
362948857,362948857,Pads Lake County Inc,,1800 GRAND AVE,Waukegan,IL,60085-3582,0.0,3.0,3.0,1200.0,1978-07-01,1.0,15.0,569000000.0,1.0,1.0,2024-06-01,6.0,7.0,1.0,0.0,6.0,3961676.0,6824896.0,6810953.0,F40Z,,2023-05-09T20:29:22.856Z,2025-09-19T17:07:51.187Z,current_2025_09_19,,,202511339349307301,F,"Mental Health, Crisis Intervention"
366106074,366106074,Lavin Family Foundation,% POLSHED NICKEL CAP MNGMT LL,155 N WACKER DR STE 1680,Chicago,IL,60606-1774,0.0,3.0,3.0,1000.0,1964-11-01,1.0,4.0,602000000.0,1.0,1.0,2023-12-01,8.0,8.0,0.0,1.0,12.0,46666237.0,20905391.0,,,,2023-05-09T20:29:38.251Z,2025-09-19T17:07:57.920Z,current_2025_09_19,,,202413199349103291,,
844206259,844206259,American Business Immigration Coalition,% REBECCA SHI,1805 S ASHLAND AVE,Chicago,IL,60608-2805,0.0,3.0,3.0,1000.0,2020-11-01,1.0,15.0,0.0,1.0,1.0,2024-12-01,7.0,7.0,1.0,0.0,12.0,7664735.0,6803949.0,6803949.0,W99,,2023-05-09T20:34:19.376Z,2025-09-19T17:09:43.988Z,current_2025_09_19,,,202542169349301524,W,"Public, Society Benefit - Multipurpose and Other"
363125214,363125214,Dayone Pact,,550 WARRENVILLE RD STE 100B,Lisle,IL,60532-4568,0.0,3.0,3.0,1000.0,1983-07-01,1.0,15.0,0.0,1.0,1.0,2024-06-01,6.0,7.0,1.0,0.0,6.0,3387472.0,6803749.0,6803749.0,,,2023-05-09T20:29:23.796Z,2025-09-19T17:07:51.187Z,current_2025_09_19,,,202500169349301000,,
362123871,362123871,Accreditation Council For Pharmacy Education,% THE ORGANIZATION,190 S LA SALLE ST STE 3000,Chicago,IL,60603-3446,0.0,3.0,3.0,2000.0,1941-11-01,1.0,17.0,59000000.0,1.0,1.0,2024-12-01,8.0,7.0,1.0,0.0,12.0,17963808.0,9788907.0,6796822.0,,,2023-05-09T20:29:20.277Z,2025-09-19T17:07:48.154Z,current_2025_09_19,,,202521279349301882,,
237286648,237286648,American Brain Tumor Association,% KELLY SITKIN PRESIDENT & CEO,8550 W BRYN MAWR AVE STE 550,Chicago,IL,60631-3225,0.0,3.0,3.0,1200.0,1975-08-01,1.0,15.0,602000000.0,1.0,1.0,2024-12-01,7.0,7.0,1.0,0.0,12.0,9844227.0,8160185.0,6796203.0,,Brain Tumor Association American,2023-05-09T20:27:08.234Z,2025-09-19T17:07:02.802Z,current_2025_09_19,,,202512129349301751,,
363206531,363206531,Aurora Area Interfaith Food Pantry,,1110 JERICHO RD,Aurora,IL,60506-5822,0.0,3.0,3.0,1000.0,1983-05-01,1.0,15.0,998000000.0,1.0,1.0,2024-07-01,6.0,7.0,1.0,0.0,7.0,1993113.0,6815507.0,6786412.0,K31Z,,2023-05-09T20:29:24.803Z,2025-09-19T17:07:51.187Z,current_2025_09_19,,,202403469349300530,K,"Food, Agriculture and Nutrition"
320596837,320596837,Advanced Medical Transport Of Springfield Inc,,1718 N STERLING AVE,West Peoria,IL,61604-3831,0.0,3.0,3.0,1000.0,2019-10-01,1.0,16.0,0.0,1.0,1.0,2024-12-01,8.0,7.0,1.0,0.0,12.0,10998113.0,6779927.0,6779927.0,M23,,2023-05-09T20:28:30.671Z,2025-09-19T17:07:32.208Z,current_2025_09_19,,,202542239349300329,M,"Public Safety, Disaster Preparedness and Relief"
812061485,812061485,Covenant House Illinois Inc,% DAN MCCARTHY CFO,2934 W LAKE ST,Chicago,IL,60612-1924,0.0,3.0,3.0,1000.0,2017-04-01,1.0,15.0,0.0,1.0,1.0,2024-06-01,7.0,7.0,1.0,0.0,6.0,9977529.0,7775549.0,6766790.0,P85,,2023-05-09T20:25:18.544Z,2025-09-19T17:09:21.669Z,current_2025_09_19,,,202520389349301232,P,Human Services - Multipurpose and Other
366108156,366108156,Gastro Intestinal Research Foundation Inc,,2070 GREEN BAY ROAD 167,Highland Park,IL,60035-2412,0.0,3.0,3.0,1000.0,1963-07-01,1.0,12.0,161180927.0,1.0,1.0,2024-06-01,8.0,8.0,1.0,0.0,6.0,11485573.0,13845926.0,6750965.0,H95Z,,2023-05-09T20:29:38.319Z,2025-09-19T17:07:57.920Z,current_2025_09_19,,,202500369349301810,H,Medical Research
363125193,363125193,Northwest Community Hospital Foundation,% CHRISSIE ERDMANN,3040 W SALT CREEK LN,Arlington Hts,IL,60005-1069,0.0,3.0,3.0,1000.0,1981-08-01,1.0,15.0,179000000.0,1.0,1.0,2023-12-01,8.0,7.0,1.0,0.0,12.0,45906120.0,6965015.0,6750691.0,,,2023-05-09T20:29:23.796Z,2025-09-19T17:07:51.187Z,current_2025_09_19,,,202443199349316869,,
410706103,410706103,Bethany Covenant Home,,5700 OLD ORCHARD RD,Slokie,IL,60077-1036,2650.0,3.0,9.0,7000.0,1975-07-01,1.0,10.0,1000000.0,5.0,1.0,2007-01-01,0.0,0.0,0.0,0.0,1.0,,,,P700,Bethany Covenant Village,2023-05-09T20:30:25.338Z,2025-09-19T17:08:16.326Z,current_2025_09_19,,,201323459349300322,P,Human Services - Multipurpose and Other
362678083,362678083,Esperanza Community Services,,520 N MARSHFIELD AVE,Chicago,IL,60622-6731,0.0,3.0,3.0,2100.0,1969-10-01,1.0,11.0,59160000.0,1.0,1.0,2024-06-01,6.0,7.0,1.0,0.0,6.0,4398550.0,7494787.0,7494787.0,,,2023-05-09T20:29:21.946Z,2025-09-19T17:07:51.187Z,current_2025_09_19,,,202401369349311715,,
611936159,611936159,Ipers 510 Marquette Inc,,222 SOUTH RIVERSIDE PLAZA 34TH FLR,Chicago,IL,60606-6886,0.0,25.0,3.0,1000.0,2020-10-01,2.0,0.0,0.0,1.0,1.0,2024-06-01,8.0,7.0,1.0,0.0,6.0,37414478.0,6738974.0,6738974.0,S47,,2023-05-09T20:33:04.550Z,2025-09-19T17:09:15.505Z,current_2025_09_19,,,202412899349302816,S,"Community Improvement, Capacity Building"
510141475,510141475,Fayco Enterprises Inc,% KIM M TAYLOR,1313 SUNSET DR,Vandalia,IL,62471-3212,0.0,3.0,3.0,1000.0,1975-08-01,1.0,15.0,160000000.0,1.0,1.0,2024-06-01,7.0,7.0,1.0,0.0,6.0,6126217.0,6737909.0,6737656.0,J33Z,,2023-05-09T20:31:50.641Z,2025-09-19T17:08:47.514Z,current_2025_09_19,,,202500159349301950,J,"Employment, Job-Related"
363844385,363844385,Asian Americans Advancing Justice   Chicago,% TUYET LE,4716 N BROADWAY ST,Chicago,IL,60640-4909,0.0,3.0,3.0,1000.0,1993-03-01,1.0,15.0,123431994.0,1.0,1.0,2024-06-01,8.0,7.0,1.0,0.0,6.0,10608072.0,6732087.0,6732087.0,V33Z,,2023-05-09T20:29:30.538Z,2025-09-19T17:07:54.785Z,current_2025_09_19,,,202443529349300139,V,"Social Science Research Institutes, Services"
300103115,300103115,Community Initatives Inc,% JOHN PRITSCHER,222 S RIVERSIDE PLZ STE 380,Chicago,IL,60606-7801,0.0,3.0,3.0,1000.0,2007-01-01,1.0,17.0,0.0,1.0,1.0,2024-09-01,8.0,7.0,1.0,0.0,9.0,23940269.0,6720029.0,6720029.0,L12,,2023-05-09T20:28:04.675Z,2025-09-19T17:07:23.024Z,current_2025_09_19,,,202542269349302684,L,"Housing, Shelter"
66494719,66494719,Veba Trust Agreement Between General Dynamics Corporation And,% NORTHERN TRUST,50 S LA SALLE ST,Chicago,IL,60603-1008,0.0,9.0,3.0,1000.0,2001-03-01,2.0,0.0,0.0,1.0,1.0,2018-12-01,0.0,8.0,1.0,0.0,12.0,0.0,13853405.0,6708951.0,Y43,,2022-07-18T15:40:47.835Z,2022-07-18T15:40:47.835Z,pre_2022_08_11,,,201912989349301201,Y,"Mutual/Membership Benefit Organizations, Other"
431657122,431657122,International Interior Design Assn,% CHERYL DURST,111 E WACKER DR STE 222,Chicago,IL,60601-4222,0.0,6.0,3.0,1000.0,1997-09-01,2.0,0.0,205000000.0,1.0,1.0,2023-12-01,8.0,7.0,1.0,0.0,12.0,18655733.0,7694505.0,6706700.0,,,2023-05-09T20:30:50.909Z,2025-09-19T17:08:25.839Z,current_2025_09_19,,,202413199349311866,,
